dbc_source,can_id,message,dbc_dlc,signal,start_bit,bit_length,byte_order,signed,scale,offset,unit,multiplexer_signal,multiplexer_ids,asc_frame_count,asc_dlc
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pinTemperature3,24,8,little_endian,False,0.803922,-55,C,CP_sensorDataSelect,1,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proximityV_GBCC2,24,14,little_endian,False,0.001,0,V,CP_sensorDataSelect,11,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proximityV_intervalMin10s,24,16,little_endian,False,0.0001,0,V,CP_sensorDataSelect,8,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_doorLastRequestMaxI,28,12,little_endian,False,0.0025,0,A,CP_sensorDataSelect,2,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotHighValue_intervalMax10s,28,12,little_endian,True,0.01,0,V,CP_sensorDataSelect,10,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotLowValue,28,12,little_endian,True,0.01,0,V,CP_sensorDataSelect,9,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inlet2HarnessIdState,30,2,little_endian,False,1,0,,CP_sensorDataSelect,12,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_UHF_fifoData,32,8,little_endian,False,1,0,,CP_sensorDataSelect,6,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_backCover2Counts,32,16,little_endian,False,0.0015259,0,%,CP_sensorDataSelect,5,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_boardTemperature,32,8,little_endian,False,1.29412,-50,C,CP_sensorDataSelect,1,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inlet2HarnessIdValue,32,3,little_endian,False,1,0,,CP_sensorDataSelect,12,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_UHF_selfTestRssi,40,8,little_endian,False,1,0,,CP_sensorDataSelect,6,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inlet2HarnessV,40,14,little_endian,False,0.001,0,V,CP_sensorDataSelect,12,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotHighValue,40,12,little_endian,True,0.01,0,V,CP_sensorDataSelect,9,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotHighValue_intervalMin10s,40,12,little_endian,True,0.01,0,V,CP_sensorDataSelect,10,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proximityV_intervalMax10s,40,16,little_endian,False,0.0001,0,V,CP_sensorDataSelect,8,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proxConn1Sense,56,1,little_endian,False,1,0,,CP_sensorDataSelect,8,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proxEn,57,1,little_endian,False,1,0,,CP_sensorDataSelect,8,1499,8
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantFlowBatActual,0,9,little_endian,False,0.1,0,LPM,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantFlowBatTarget,9,9,little_endian,False,0.1,0,LPM,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantFlowBatReason,18,4,little_endian,False,1,0,,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantFlowPTActual,22,9,little_endian,False,0.1,0,LPM,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantFlowPTTarget,31,9,little_endian,False,0.1,0,LPM,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantFlowPTReason,40,4,little_endian,False,1,0,,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_wasteHeatRequestType,44,2,little_endian,False,1,0,,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantHasBeenFilled,46,1,little_endian,False,1,0,,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_radiatorIneffective,47,1,little_endian,False,1,0,,,,2997,7
dbc/Model3CAN.dbc,0x241,ID241VCFRONT_coolant,7,VCFRONT_coolantAirPurgeBatState,48,3,little_endian,False,1,0,,,,2997,7
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_statusIndex,0,3,little_endian,False,1,0,,,,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_5VARailStable,3,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_frunkLatchStatus,3,4,little_endian,False,1,0,,VCFRONT_statusIndex,0,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_iBoosterWakeLine,3,1,little_endian,False,1,0,,VCFRONT_statusIndex,1,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_tempCompTargetVoltage,3,10,little_endian,False,0.01,9,V,VCFRONT_statusIndex,4,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_5VBRailStable,4,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_epasWakeLine,4,1,little_endian,False,1,0,,VCFRONT_statusIndex,1,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_12VARailStable,5,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_iBoosterStateDBG,5,3,little_endian,False,1,0,,VCFRONT_statusIndex,1,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_12VBRailStable,6,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_railAState,7,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_homelinkV2Response0,8,8,little_endian,False,1,0,,VCFRONT_statusIndex,2,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_maxEvapHeatRejection,8,8,little_endian,False,65,0,W,VCFRONT_statusIndex,3,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_railBState,8,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_vehicleStatusDBG,8,5,little_endian,False,1,0,,VCFRONT_statusIndex,1,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_wiperSpeed,8,4,little_endian,False,1,0,,VCFRONT_statusIndex,0,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_ChargePumpVoltageStable,9,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_PEResetLineState,10,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_HSDInitCompleteU13,11,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_HSDInitCompleteU16,12,1,little_endian,False,1,0,,VCFRONT_statusIndex,5,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_wiperPosition,12,3,little_endian,False,1,0,,VCFRONT_statusIndex,0,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_chargeNeeded,13,1,little_endian,False,1,0,,VCFRONT_statusIndex,4,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_PCSMia,14,1,little_endian,False,1,0,,VCFRONT_statusIndex,4,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_IBSFault,15,1,little_endian,False,1,0,,VCFRONT_statusIndex,4,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_12VOverchargeCounter,16,4,little_endian,False,1,0,,VCFRONT_statusIndex,4,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_batterySMState,16,4,little_endian,False,1,0,,VCFRONT_statusIndex,1,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_homelinkV2Response1,16,8,little_endian,False,1,0,,VCFRONT_statusIndex,2,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_minEvapHeatRejection,16,8,little_endian,False,10,0,W,VCFRONT_statusIndex,3,18735,8
dbc/Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_vbatMonitorVoltage,16,12,little_endian,False,0.00544368,0,V,VCFRONT_statusIndex,5,18735,8
